order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran,rating
ORD-3262,2026-09-25T00:00:00.000000000,Rumah Tangga,Kebumen,6,60000,Kartu Kredit,4.0
ORD-3263,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,8,350000,Transfer Bank,3.0
ORD-3264,2026-09-08T00:00:00.000000000,Elektronik,Solo,3,60000,Transfer Bank,4.0
ORD-3265,2026-09-06T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,9,200000,Kartu Kredit,2.0
ORD-3266,2026-09-19T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,5,45000,E-Wallet,3.0
ORD-3267,2026-09-03T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,11,200000,E-Wallet,4.0
ORD-3268,2026-09-20T00:00:00.000000000,Elektronik,Yogyakarta,3,200000,E-Wallet,4.0
ORD-3269,2026-09-17T00:00:00.000000000,Makanan & Minuman,Yogyakarta,3,45000,Transfer Bank,3.0
ORD-3270,2026-09-23T00:00:00.000000000,Fashion,Purworejo,8,20000,E-Wallet,4.0
ORD-3271,2026-09-30T00:00:00.000000000,Olahraga,Magelang,7,90000,E-Wallet,4.0
ORD-3272,2026-09-03T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,4,60000,E-Wallet,4.0
ORD-3273,2026-09-19T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,11,45000,Kartu Kredit,2.0
ORD-3274,2026-09-06T00:00:00.000000000,Makanan & Minuman,Semarang,7,20000,COD,4.0
ORD-3275,2026-09-02T00:00:00.000000000,Elektronik,Kebumen,6,350000,COD,5.0
ORD-3276,2026-09-15T00:00:00.000000000,Makanan & Minuman,Semarang,4,350000,E-Wallet,4.0
ORD-3277,2026-09-06T00:00:00.000000000,Elektronik,Solo,8,90000,COD,5.0
ORD-3278,2026-09-29T00:00:00.000000000,Olahraga,Purworejo,10,350000,Transfer Bank,5.0
ORD-3279,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,8,20000,E-Wallet,
ORD-3280,2026-09-06T00:00:00.000000000,Fashion,Yogyakarta,1,200000,COD,3.0
ORD-3281,2026-09-05T00:00:00.000000000,Elektronik,Semarang,3,350000,E-Wallet,5.0
ORD-3282,2026-09-04T00:00:00.000000000,Olahraga,Semarang,9,200000,Kartu Kredit,
ORD-3283,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,6,60000,E-Wallet,3.0
ORD-3284,2026-09-02T00:00:00.000000000,Elektronik,Purworejo,2,60000,Transfer Bank,
ORD-3285,2026-09-26T00:00:00.000000000,Olahraga,Magelang,3,60000,E-Wallet,4.0
ORD-3286,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,60000,Transfer Bank,3.0
ORD-3287,2026-09-11T00:00:00.000000000,Fashion,Purworejo,10,200000,COD,4.0
ORD-3288,2026-09-14T00:00:00.000000000,Makanan & Minuman,Semarang,11,45000,Transfer Bank,
ORD-3289,2026-09-30T00:00:00.000000000,Elektronik,Semarang,1,200000,COD,4.0
ORD-3290,2026-09-13T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,2,60000,Kartu Kredit,5.0
ORD-3291,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,3,200000,Kartu Kredit,4.0
ORD-3292,2026-09-09T00:00:00.000000000,Rumah Tangga,Semarang,3,350000,COD,4.0
ORD-3293,2026-09-15T00:00:00.000000000,Olahraga,Solo,8,60000,E-Wallet,2.0
ORD-3294,2026-09-29T00:00:00.000000000,Olahraga,Yogyakarta,9,200000,E-Wallet,
ORD-3295,2026-09-15T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,2,125000,E-Wallet,5.0
ORD-3296,2026-09-20T00:00:00.000000000,Fashion,Kebumen,7,125000,Transfer Bank,4.0
ORD-3297,2026-09-14T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,4,60000,E-Wallet,4.0
ORD-3298,2026-09-16T00:00:00.000000000,Rumah Tangga,Yogyakarta,8,200000,COD,5.0
ORD-3299,2026-09-22T00:00:00.000000000,Olahraga,Semarang,10,200000,Kartu Kredit,
ORD-3300,2026-09-11T00:00:00.000000000,Olahraga,Solo,3,45000,COD,
ORD-3301,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,5,20000,Transfer Bank,4.0
ORD-3302,2026-09-22T00:00:00.000000000,Fashion,Magelang,8,90000,E-Wallet,4.0
ORD-3303,2026-09-07T00:00:00.000000000,Rumah Tangga,Yogyakarta,7,125000,E-Wallet,
ORD-3304,2026-09-08T00:00:00.000000000,Makanan & Minuman,Yogyakarta,5,45000,E-Wallet,4.0
ORD-3305,2026-09-26T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,10,200000,Transfer Bank,4.0
ORD-3306,2026-09-07T00:00:00.000000000,Makanan & Minuman,Kebumen,10,350000,Transfer Bank,5.0
ORD-3307,2026-09-28T00:00:00.000000000,Fashion,Semarang,3,200000,Transfer Bank,5.0
ORD-3308,2026-09-02T00:00:00.000000000,Olahraga,Yogyakarta,9,20000,COD,4.0
ORD-3309,2026-09-09T00:00:00.000000000,Elektronik,Yogyakarta,7,45000,E-Wallet,4.0
ORD-3310,2026-09-09T00:00:00.000000000,Olahraga,Solo,6,90000,E-Wallet,5.0
ORD-3311,2026-09-05T00:00:00.000000000,Fashion,Kebumen,9,90000,Kartu Kredit,4.0
ORD-3312,2026-09-03T00:00:00.000000000,Makanan & Minuman,Kebumen,10,125000,Transfer Bank,4.0
ORD-3313,2026-09-03T00:00:00.000000000,Rumah Tangga,Semarang,10,350000,COD,5.0
ORD-3314,2026-09-07T00:00:00.000000000,Rumah Tangga,Kebumen,10,45000,Kartu Kredit,3.0
ORD-3315,2026-09-02T00:00:00.000000000,Fashion,Yogyakarta,1,90000,E-Wallet,
ORD-3316,2026-09-17T00:00:00.000000000,Fashion,Purworejo,11,350000,COD,
ORD-3317,2026-09-07T00:00:00.000000000,Rumah Tangga,Solo,3,125000,COD,5.0
ORD-3318,2026-09-01T00:00:00.000000000,Rumah Tangga,Purworejo,4,90000,Kartu Kredit,5.0
ORD-3319,2026-09-22T00:00:00.000000000,Fashion,Semarang,8,60000,Transfer Bank,5.0
ORD-3320,2026-09-28T00:00:00.000000000,Makanan & Minuman,Purworejo,9,200000,Transfer Bank,5.0
ORD-3321,2026-09-13T00:00:00.000000000,Elektronik,Kebumen,10,90000,E-Wallet,3.0
ORD-3322,2026-09-02T00:00:00.000000000,Fashion,Yogyakarta,1,90000,Transfer Bank,4.0
ORD-3323,2026-09-04T00:00:00.000000000,Fashion,Solo,5,125000,Kartu Kredit,
ORD-3324,2026-09-06T00:00:00.000000000,Elektronik,Magelang,2,200000,Transfer Bank,2.0
ORD-3325,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,9,45000,COD,4.0
ORD-3326,2026-09-21T00:00:00.000000000,Elektronik,Solo,7,90000,Transfer Bank,5.0
ORD-3327,2026-09-27T00:00:00.000000000,Rumah Tangga,Semarang,6,90000,E-Wallet,
ORD-3328,2026-09-02T00:00:00.000000000,Olahraga,Magelang,9,20000,E-Wallet,5.0
ORD-3329,2026-09-27T00:00:00.000000000,Fashion,Yogyakarta,2,60000,Kartu Kredit,3.0
ORD-3330,2026-09-24T00:00:00.000000000,Makanan & Minuman,Purworejo,11,20000,COD,5.0
ORD-3331,2026-09-24T00:00:00.000000000,Olahraga,Kebumen,11,125000,COD,4.0
ORD-3332,2026-09-18T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,200000,E-Wallet,5.0
ORD-3333,2026-09-21T00:00:00.000000000,Olahraga,Solo,6,200000,COD,4.0
ORD-3334,2026-09-25T00:00:00.000000000,Fashion,Magelang,1,90000,Transfer Bank,3.0
ORD-3335,2026-09-09T00:00:00.000000000,Olahraga,Kebumen,2,350000,Kartu Kredit,
ORD-3336,2026-09-14T00:00:00.000000000,Olahraga,Semarang,4,125000,Transfer Bank,5.0
ORD-3337,2026-09-11T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,4,90000,E-Wallet,5.0
ORD-3338,2026-09-13T00:00:00.000000000,Elektronik,Purworejo,2,45000,Kartu Kredit,5.0
ORD-3339,2026-09-14T00:00:00.000000000,Elektronik,Kebumen,8,90000,Kartu Kredit,4.0
ORD-3340,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,60000,Kartu Kredit,1.0
ORD-3341,2026-09-07T00:00:00.000000000,Elektronik,Kebumen,3,90000,E-Wallet,1.0
ORD-3342,2026-09-13T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,45000,E-Wallet,5.0
ORD-3343,2026-09-10T00:00:00.000000000,Makanan & Minuman,Kebumen,3,200000,Kartu Kredit,4.0
ORD-3344,2026-09-15T00:00:00.000000000,Fashion,Semarang,1,90000,COD,
ORD-3345,2026-09-14T00:00:00.000000000,Elektronik,Yogyakarta,9,350000,Transfer Bank,5.0
ORD-3346,2026-09-01T00:00:00.000000000,Makanan & Minuman,Magelang,6,125000,COD,4.0
ORD-3347,2026-09-28T00:00:00.000000000,Makanan & Minuman,Solo,4,60000,Kartu Kredit,3.0
ORD-3348,2026-09-18T00:00:00.000000000,Elektronik,Yogyakarta,2,350000,Transfer Bank,5.0
ORD-3349,2026-09-23T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,6,350000,Transfer Bank,4.0
ORD-3350,2026-09-13T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,6,200000,COD,4.0
ORD-3351,2026-09-17T00:00:00.000000000,Elektronik,Semarang,4,200000,Transfer Bank,4.0
ORD-3352,2026-09-15T00:00:00.000000000,Elektronik,Solo,10,60000,COD,
ORD-3353,2026-09-12T00:00:00.000000000,Elektronik,Semarang,10,125000,Transfer Bank,4.0
ORD-3354,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,10,45000,COD,5.0
ORD-3355,2026-09-04T00:00:00.000000000,Elektronik,Semarang,6,350000,Kartu Kredit,
ORD-3356,2026-09-23T00:00:00.000000000,Olahraga,Kebumen,10,20000,COD,4.0
ORD-3357,2026-09-09T00:00:00.000000000,Olahraga,Purworejo,2,20000,Transfer Bank,
ORD-3358,2026-09-05T00:00:00.000000000,Makanan & Minuman,Magelang,10,45000,COD,4.0
ORD-3359,2026-09-13T00:00:00.000000000,Olahraga,Kebumen,8,200000,COD,
ORD-3360,2026-09-28T00:00:00.000000000,Rumah Tangga,Yogyakarta,9,350000,E-Wallet,5.0
ORD-3361,2026-09-06T00:00:00.000000000,Makanan & Minuman,Purworejo,5,45000,Transfer Bank,5.0
ORD-3362,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,8,90000,Transfer Bank,5.0
ORD-3363,2026-09-29T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,5,90000,Transfer Bank,5.0
ORD-3364,2026-09-06T00:00:00.000000000,Rumah Tangga,Solo,2,125000,Transfer Bank,5.0
ORD-3365,2026-09-07T00:00:00.000000000,Olahraga,Solo,9,90000,E-Wallet,4.0
ORD-3366,2026-09-19T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,11,350000,Kartu Kredit,5.0
ORD-3367,2026-09-08T00:00:00.000000000,Fashion,Yogyakarta,5,45000,E-Wallet,
ORD-3368,2026-09-22T00:00:00.000000000,Rumah Tangga,Yogyakarta,7,60000,COD,2.0
ORD-3369,2026-09-07T00:00:00.000000000,Makanan & Minuman,Purworejo,8,125000,Transfer Bank,4.0
ORD-3370,2026-09-22T00:00:00.000000000,Makanan & Minuman,Purworejo,3,200000,Kartu Kredit,4.0
ORD-3371,2026-09-12T00:00:00.000000000,Rumah Tangga,Kebumen,5,60000,E-Wallet,4.0
ORD-3372,2026-09-25T00:00:00.000000000,Fashion,Kebumen,4,45000,E-Wallet,5.0
ORD-3373,2026-09-20T00:00:00.000000000,Elektronik,Magelang,6,350000,Transfer Bank,1.0
ORD-3374,2026-09-14T00:00:00.000000000,Rumah Tangga,Kebumen,11,350000,Transfer Bank,
ORD-3375,2026-09-28T00:00:00.000000000,Rumah Tangga,Semarang,10,20000,E-Wallet,
ORD-3376,2026-09-19T00:00:00.000000000,Olahraga,Kebumen,3,90000,E-Wallet,5.0
ORD-3377,2026-09-08T00:00:00.000000000,Olahraga,Solo,4,90000,COD,4.0
ORD-3378,2026-09-11T00:00:00.000000000,Rumah Tangga,Yogyakarta,7,350000,Transfer Bank,4.0
ORD-3379,2026-09-11T00:00:00.000000000,Fashion,Semarang,7,45000,COD,2.0
ORD-3380,2026-09-13T00:00:00.000000000,Makanan & Minuman,Solo,2,90000,COD,4.0
ORD-3381,2026-09-02T00:00:00.000000000,Makanan & Minuman,Solo,6,125000,COD,5.0
ORD-3382,2026-09-01T00:00:00.000000000,Olahraga,Semarang,3,125000,Transfer Bank,5.0
ORD-3383,2026-09-23T00:00:00.000000000,Olahraga,Magelang,11,200000,Kartu Kredit,4.0
ORD-3384,2026-09-28T00:00:00.000000000,Elektronik,Solo,5,45000,E-Wallet,
ORD-3385,2026-09-04T00:00:00.000000000,Rumah Tangga,Purworejo,11,350000,Transfer Bank,4.0
ORD-3386,2026-09-04T00:00:00.000000000,Rumah Tangga,Solo,1,90000,Kartu Kredit,
ORD-3387,2026-09-23T00:00:00.000000000,Fashion,Kebumen,6,125000,Transfer Bank,4.0
ORD-3388,2026-09-02T00:00:00.000000000,Elektronik,Solo,2,60000,Kartu Kredit,
ORD-3389,2026-09-17T00:00:00.000000000,Olahraga,Yogyakarta,6,60000,E-Wallet,5.0
ORD-3390,2026-09-26T00:00:00.000000000,Olahraga,Solo,7,45000,E-Wallet,
ORD-3391,2026-09-03T00:00:00.000000000,Fashion,Purworejo,6,45000,Transfer Bank,5.0
ORD-3392,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,9,200000,COD,2.0
ORD-3393,2026-09-05T00:00:00.000000000,Rumah Tangga,Solo,5,60000,COD,4.0
ORD-3394,2026-09-14T00:00:00.000000000,Fashion,Yogyakarta,9,350000,Transfer Bank,1.0
ORD-3395,2026-09-20T00:00:00.000000000,Elektronik,Purworejo,1,200000,E-Wallet,4.0
ORD-3396,2026-09-04T00:00:00.000000000,Olahraga,Solo,11,90000,Kartu Kredit,4.0
ORD-3397,2026-09-13T00:00:00.000000000,Rumah Tangga,Semarang,11,20000,Transfer Bank,4.0
ORD-3398,2026-09-13T00:00:00.000000000,Makanan & Minuman,Magelang,3,200000,Kartu Kredit,5.0
ORD-3399,2026-09-24T00:00:00.000000000,Fashion,Solo,9,350000,COD,
ORD-3400,2026-09-12T00:00:00.000000000,Fashion,Kebumen,1,125000,E-Wallet,
ORD-3401,2026-09-08T00:00:00.000000000,Olahraga,Kebumen,1,200000,Transfer Bank,
ORD-3402,2026-09-16T00:00:00.000000000,Elektronik,Solo,6,90000,Transfer Bank,3.0
ORD-3403,2026-09-30T00:00:00.000000000,Rumah Tangga,Kebumen,1,45000,COD,5.0
ORD-3404,2026-09-13T00:00:00.000000000,Fashion,Kebumen,7,350000,E-Wallet,5.0
ORD-3405,2026-09-07T00:00:00.000000000,Olahraga,Solo,9,125000,Transfer Bank,5.0
ORD-3406,2026-09-02T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,5,125000,COD,
ORD-3407,2026-09-01T00:00:00.000000000,Makanan & Minuman,Magelang,7,200000,COD,3.0
ORD-3408,2026-09-06T00:00:00.000000000,Olahraga,Kebumen,9,60000,Kartu Kredit,4.0
ORD-3409,2026-09-04T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,5,20000,COD,4.0
ORD-3410,2026-09-05T00:00:00.000000000,Fashion,Semarang,10,60000,Transfer Bank,4.0
ORD-3411,2026-09-24T00:00:00.000000000,Fashion,Magelang,8,200000,Transfer Bank,5.0
ORD-3412,2026-09-26T00:00:00.000000000,Makanan & Minuman,Kebumen,1,90000,E-Wallet,4.0
ORD-3413,2026-09-21T00:00:00.000000000,Rumah Tangga,Semarang,1,45000,Transfer Bank,5.0
ORD-3414,2026-09-17T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,11,350000,E-Wallet,5.0
ORD-3415,2026-09-11T00:00:00.000000000,Rumah Tangga,Magelang,11,60000,COD,
ORD-3416,2026-09-09T00:00:00.000000000,Rumah Tangga,Yogyakarta,1,20000,COD,4.0
ORD-3417,2026-09-21T00:00:00.000000000,Makanan & Minuman,Yogyakarta,9,45000,COD,4.0
ORD-3418,2026-09-07T00:00:00.000000000,Olahraga,Solo,1,200000,E-Wallet,5.0
ORD-3419,2026-09-25T00:00:00.000000000,Fashion,Yogyakarta,2,90000,COD,5.0
ORD-3420,2026-09-21T00:00:00.000000000,Makanan & Minuman,Purworejo,2,45000,E-Wallet,
ORD-3421,2026-09-28T00:00:00.000000000,Olahraga,Yogyakarta,3,60000,Transfer Bank,4.0
ORD-3422,2026-09-28T00:00:00.000000000,Olahraga,Purworejo,1,90000,COD,4.0
ORD-3423,2026-09-28T00:00:00.000000000,Fashion,Solo,9,20000,Kartu Kredit,4.0
ORD-3424,2026-09-20T00:00:00.000000000,Olahraga,Solo,5,20000,COD,1.0
ORD-3425,2026-09-07T00:00:00.000000000,Elektronik,Kebumen,3,60000,COD,4.0
ORD-3426,2026-09-03T00:00:00.000000000,Elektronik,Magelang,9,20000,E-Wallet,4.0
ORD-3427,2026-09-08T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,11,200000,Transfer Bank,
ORD-3428,2026-09-29T00:00:00.000000000,Fashion,Semarang,8,45000,E-Wallet,1.0
ORD-3429,2026-09-29T00:00:00.000000000,Elektronik,Magelang,4,90000,Transfer Bank,5.0
ORD-3430,2026-09-25T00:00:00.000000000,Rumah Tangga,Purworejo,9,20000,Transfer Bank,5.0
ORD-3431,2026-09-02T00:00:00.000000000,Fashion,Yogyakarta,4,45000,Kartu Kredit,5.0
ORD-3432,2026-09-10T00:00:00.000000000,Makanan & Minuman,Yogyakarta,5,20000,Kartu Kredit,3.0
ORD-3433,2026-09-16T00:00:00.000000000,Fashion,Solo,5,45000,Kartu Kredit,3.0
ORD-3434,2026-09-12T00:00:00.000000000,Rumah Tangga,Purworejo,5,45000,Kartu Kredit,
ORD-3435,2026-09-25T00:00:00.000000000,Makanan & Minuman,Yogyakarta,5,90000,COD,
ORD-3436,2026-09-27T00:00:00.000000000,Fashion,Yogyakarta,4,200000,COD,4.0
ORD-3437,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,3,125000,COD,5.0
ORD-3438,2026-09-16T00:00:00.000000000,Makanan & Minuman,Semarang,1,20000,Transfer Bank,3.0
ORD-3439,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,5,200000,E-Wallet,5.0
ORD-3440,2026-09-24T00:00:00.000000000,Makanan & Minuman,Purworejo,7,90000,Transfer Bank,
ORD-3441,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,6,45000,E-Wallet,
ORD-3442,2026-09-05T00:00:00.000000000,Fashion,Solo,10,45000,E-Wallet,4.0
ORD-3443,2026-09-16T00:00:00.000000000,Makanan & Minuman,Kebumen,1,350000,Kartu Kredit,5.0
ORD-3444,2026-09-06T00:00:00.000000000,Fashion,Semarang,2,20000,Kartu Kredit,3.0
ORD-3445,2026-09-21T00:00:00.000000000,Elektronik,Kebumen,8,45000,Transfer Bank,5.0
ORD-3446,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Solo,1,20000,COD,5.0
ORD-3447,2026-09-16T00:00:00.000000000,Olahraga,Semarang,5,60000,E-Wallet,4.0
ORD-3448,2026-09-20T00:00:00.000000000,Olahraga,Purworejo,2,60000,Transfer Bank,5.0
ORD-3449,2026-09-23T00:00:00.000000000,Elektronik,Solo,8,90000,Kartu Kredit,4.0
ORD-3450,2026-09-11T00:00:00.000000000,Fashion,Kebumen,1,350000,COD,4.0
ORD-3451,2026-09-13T00:00:00.000000000,Elektronik,Semarang,2,90000,COD,5.0
ORD-3452,2026-09-27T00:00:00.000000000,Rumah Tangga,Kebumen,3,200000,Kartu Kredit,5.0
ORD-3453,2026-09-25T00:00:00.000000000,Olahraga,Kebumen,1,125000,Transfer Bank,5.0
ORD-3454,2026-09-10T00:00:00.000000000,Olahraga,Kebumen,5,350000,COD,5.0
ORD-3455,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,5,45000,Kartu Kredit,
ORD-3456,2026-09-05T00:00:00.000000000,Olahraga,Kebumen,6,200000,COD,4.0
ORD-3457,2026-09-13T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,125000,Kartu Kredit,
ORD-3458,2026-09-15T00:00:00.000000000,Makanan & Minuman,Solo,5,20000,E-Wallet,5.0
ORD-3459,2026-09-05T00:00:00.000000000,Makanan & Minuman,Kebumen,10,60000,COD,5.0
ORD-3460,2026-09-06T00:00:00.000000000,Fashion,Solo,7,90000,Kartu Kredit,3.0
ORD-3461,2026-09-20T00:00:00.000000000,Rumah Tangga,Semarang,4,125000,Kartu Kredit,4.0
ORD-3462,2026-09-23T00:00:00.000000000,Rumah Tangga,Purworejo,11,20000,E-Wallet,5.0
ORD-3463,2026-09-14T00:00:00.000000000,Rumah Tangga,Magelang,3,200000,COD,4.0
ORD-3464,2026-09-23T00:00:00.000000000,Rumah Tangga,Yogyakarta,5,60000,Transfer Bank,5.0
ORD-3465,2026-09-26T00:00:00.000000000,Rumah Tangga,Kebumen,3,20000,E-Wallet,5.0
ORD-3466,2026-09-25T00:00:00.000000000,Fashion,Magelang,7,60000,COD,3.0
ORD-3467,2026-09-28T00:00:00.000000000,Rumah Tangga,Solo,7,20000,E-Wallet,5.0
ORD-3468,2026-09-02T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,7,200000,Transfer Bank,3.0
ORD-3469,2026-09-29T00:00:00.000000000,Fashion,Solo,2,45000,Transfer Bank,4.0
ORD-3470,2026-09-26T00:00:00.000000000,Makanan & Minuman,Yogyakarta,1,45000,Transfer Bank,3.0
ORD-3471,2026-09-22T00:00:00.000000000,Makanan & Minuman,Solo,9,125000,COD,5.0
ORD-3472,2026-09-01T00:00:00.000000000,Rumah Tangga,Purworejo,1,45000,Kartu Kredit,
ORD-3473,2026-09-30T00:00:00.000000000,Fashion,Kebumen,1,125000,Kartu Kredit,5.0
ORD-3474,2026-09-05T00:00:00.000000000,Olahraga,Solo,4,125000,E-Wallet,5.0
ORD-3475,2026-09-06T00:00:00.000000000,Elektronik,Purworejo,8,90000,E-Wallet,5.0
ORD-3476,2026-09-09T00:00:00.000000000,Fashion,Kebumen,4,200000,COD,5.0
ORD-3477,2026-09-11T00:00:00.000000000,Makanan & Minuman,Magelang,11,350000,E-Wallet,3.0
ORD-3478,2026-09-22T00:00:00.000000000,Olahraga,Kebumen,4,60000,COD,
ORD-3479,2026-09-09T00:00:00.000000000,Makanan & Minuman,Magelang,9,20000,Kartu Kredit,3.0
ORD-3480,2026-09-27T00:00:00.000000000,Makanan & Minuman,Kebumen,10,60000,Transfer Bank,5.0
ORD-3481,2026-09-04T00:00:00.000000000,Olahraga,Kebumen,9,45000,E-Wallet,
ORD-3482,2026-09-18T00:00:00.000000000,Makanan & Minuman,Solo,7,45000,E-Wallet,
ORD-3483,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,3,350000,E-Wallet,5.0
ORD-3484,2026-09-15T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,1,45000,COD,5.0
ORD-3485,2026-09-02T00:00:00.000000000,Fashion,Semarang,11,200000,Transfer Bank,
ORD-3486,2026-09-22T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,7,60000,Transfer Bank,5.0
ORD-3487,2026-09-23T00:00:00.000000000,Fashion,Purworejo,2,45000,COD,4.0
ORD-3488,2026-09-21T00:00:00.000000000,Makanan & Minuman,Yogyakarta,4,60000,E-Wallet,
ORD-3489,2026-09-30T00:00:00.000000000,Fashion,Kebumen,1,125000,COD,4.0
ORD-3490,2026-09-01T00:00:00.000000000,Rumah Tangga,Semarang,6,90000,Kartu Kredit,5.0
ORD-3491,2026-09-14T00:00:00.000000000,Makanan & Minuman,Solo,11,20000,Transfer Bank,5.0
ORD-3492,2026-09-14T00:00:00.000000000,Fashion,Purworejo,8,125000,COD,5.0
ORD-3493,2026-09-11T00:00:00.000000000,Olahraga,Solo,6,20000,Transfer Bank,5.0
ORD-3494,2026-09-11T00:00:00.000000000,Elektronik,Semarang,7,20000,E-Wallet,1.0
ORD-3495,2026-09-28T00:00:00.000000000,Fashion,Solo,8,350000,E-Wallet,
ORD-3496,2026-09-20T00:00:00.000000000,Elektronik,Magelang,6,350000,Transfer Bank,
ORD-3497,2026-09-17T00:00:00.000000000,Elektronik,Solo,6,90000,E-Wallet,5.0
ORD-3498,2026-09-03T00:00:00.000000000,Olahraga,Magelang,4,90000,E-Wallet,4.0
ORD-3499,2026-09-29T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,4,90000,Kartu Kredit,5.0
ORD-3500,2026-09-06T00:00:00.000000000,Makanan & Minuman,Solo,7,60000,COD,
ORD-3501,2026-09-27T00:00:00.000000000,Rumah Tangga,Purworejo,8,350000,Transfer Bank,3.0
ORD-3502,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,3,60000,E-Wallet,5.0
ORD-3503,2026-09-14T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,4,350000,E-Wallet,5.0
ORD-3504,2026-09-29T00:00:00.000000000,Rumah Tangga,Magelang,6,20000,COD,4.0
ORD-3505,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Solo,6,20000,COD,5.0
ORD-3506,2026-09-15T00:00:00.000000000,Makanan & Minuman,Magelang,7,90000,E-Wallet,4.0
ORD-3507,2026-09-12T00:00:00.000000000,Makanan & Minuman,Kebumen,8,200000,COD,5.0
ORD-3508,2026-09-27T00:00:00.000000000,Fashion,Kebumen,8,125000,COD,4.0
ORD-3509,2026-09-03T00:00:00.000000000,Makanan & Minuman,Yogyakarta,11,60000,Kartu Kredit,3.0
ORD-3510,2026-09-16T00:00:00.000000000,Elektronik,Magelang,4,350000,Kartu Kredit,5.0
ORD-3511,2026-09-16T00:00:00.000000000,Elektronik,Solo,6,200000,Kartu Kredit,5.0
ORD-3512,2026-09-11T00:00:00.000000000,Elektronik,Semarang,11,350000,E-Wallet,5.0
ORD-3513,2026-09-23T00:00:00.000000000,Fashion,Semarang,2,90000,Kartu Kredit,5.0
ORD-3514,2026-09-14T00:00:00.000000000,Makanan & Minuman,Semarang,8,45000,COD,4.0
ORD-3515,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,3,20000,E-Wallet,4.0
ORD-3516,2026-09-09T00:00:00.000000000,Makanan & Minuman,Semarang,3,200000,Transfer Bank,4.0
ORD-3517,2026-09-26T00:00:00.000000000,Rumah Tangga,Magelang,8,45000,Kartu Kredit,5.0
ORD-3518,2026-09-02T00:00:00.000000000,Olahraga,Purworejo,2,90000,COD,5.0
ORD-3519,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Solo,7,350000,COD,4.0
ORD-3520,2026-09-25T00:00:00.000000000,Rumah Tangga,Kebumen,11,125000,Kartu Kredit,
ORD-3521,2026-09-28T00:00:00.000000000,Makanan & Minuman,Kebumen,10,200000,Kartu Kredit,4.0
ORD-3522,2026-09-16T00:00:00.000000000,Olahraga,Semarang,1,60000,E-Wallet,5.0
ORD-3523,2026-09-02T00:00:00.000000000,Olahraga,Solo,7,90000,Transfer Bank,
ORD-3524,2026-09-27T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,9,45000,Kartu Kredit,5.0
